,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Gm26688,0.252585928,-0.806175752,0.005,0.018,1
AU017674,0.252585928,-0.885793514,0.005,0.018,1
Gm16573,0.252585928,-0.886568426,0.005,0.018,1
Tnfrsf10b,0.252585928,-0.99451757,0.005,0.018,1
BC037032,0.252585928,-0.819509103,0.005,0.018,1
Gm42477,0.252585928,-0.887388039,0.005,0.018,1
Gm49870,0.252585928,-0.929531034,0.005,0.018,1
Gm3227,0.252585928,-0.775851191,0.005,0.018,1
Gm3550,0.252585928,-1.013953638,0.005,0.018,1
Adrb2,0.252585928,-1.025263775,0.005,0.018,1
Slc15a3,0.252585928,-0.878781455,0.005,0.018,1
Acta2,0.252585928,-0.7919613,0.005,0.018,1
Gm50217,0.252585928,-0.904914002,0.005,0.018,1
Gm16299,0.252585928,-0.851031887,0.005,0.018,1
Xkrx,0.252585928,-0.911228665,0.005,0.018,1
Rrm1,0.252627404,0.223595528,0.219,0.165,1
Senp3,0.252725162,-0.234640428,0.449,0.482,1
Cttnbp2,0.252883573,0.381234426,0.273,0.213,1
Slc44a2,0.253003205,0.166054715,0.802,0.732,1
Tmem202,0.253035695,0.51457539,0.209,0.159,1
Kpna3,0.253264092,-0.125579133,0.824,0.866,1
Pappa2,0.25330218,0.398812908,0.048,0.024,1
Zfp719,0.253351368,-0.484836487,0.235,0.274,1
Cbfa2t2,0.253467324,-0.345588626,0.406,0.433,1
Gm12648,0.253682373,-0.133188597,0.166,0.207,1
Rad23b,0.253825536,0.11486415,0.925,0.909,1
Insl6,0.254030803,0.446825998,0.064,0.037,1
Stard10,0.254112182,0.115033614,0.941,0.927,1
Eef1d,0.254234127,0.240923817,0.818,0.762,1
Rfesd,0.254264742,0.202220429,0.684,0.591,1
Gm44718,0.254272232,-0.249809346,0.102,0.14,1
Spry4,0.254320867,-0.32062036,0.31,0.341,1
Mapre2,0.254396589,-0.105622403,0.973,0.988,1
Prkcg,0.254643557,0.345847564,0.048,0.024,1
Marveld2,0.254643557,0.369155965,0.048,0.024,1
Lta4h,0.254663447,0.262477568,0.406,0.335,1
6430550D23Rik,0.254805331,-0.737387665,0.021,0.043,1
Gria1,0.254805331,-0.717741554,0.021,0.043,1
Gm26783,0.254971801,-0.947951044,0.005,0.018,1
Macrod2os1,0.254971801,-0.743512213,0.005,0.018,1
Gm43653,0.254971801,-0.847488131,0.005,0.018,1
Dcdc2b,0.254971801,-0.710695157,0.005,0.018,1
Grhl3,0.254971801,-0.605885952,0.005,0.018,1
Gm43727,0.254971801,-0.773127565,0.005,0.018,1
Lrcol1,0.254971801,-0.766927669,0.005,0.018,1
Gm43156,0.254971801,-0.843759114,0.005,0.018,1
1700026J14Rik,0.254971801,-0.817405476,0.005,0.018,1
Saa2,0.254971801,-0.954413854,0.005,0.018,1
Gm47557,0.254971801,-0.713217921,0.005,0.018,1
B230323A14Rik,0.254971801,-0.96995379,0.005,0.018,1
Grm1,0.254971801,-1.173259832,0.005,0.018,1
Gucy2e,0.254971801,-0.781957539,0.005,0.018,1
Mfsd2b,0.254971801,-0.701224889,0.005,0.018,1
Gli3,0.254971801,-0.764654952,0.005,0.018,1
Bmp6,0.254971801,-0.745002434,0.005,0.018,1
Gm47428,0.254971801,-0.755248975,0.005,0.018,1
Gm49086,0.254971801,-0.819987063,0.005,0.018,1
Rec8,0.254971801,-1.353361391,0.005,0.018,1
Egflam,0.254971801,-0.760009869,0.005,0.018,1
Slc51a,0.254971801,-0.698225671,0.005,0.018,1
Gm15420,0.254971801,-0.808613593,0.005,0.018,1
Gm20463,0.254971801,-0.795403868,0.005,0.018,1
Gm9776,0.255004724,0.425460593,0.102,0.067,1
Arhgap24,0.255139009,0.120371761,0.23,0.177,1
Zfp97,0.255181014,0.243083029,0.064,0.037,1
Prdm4,0.255242757,0.192046576,0.422,0.348,1
Tmem263,0.255246535,-0.291147635,0.615,0.604,1
Gm16099,0.255350726,-0.637408517,0.251,0.293,1
Gabra2,0.255478626,0.447900539,0.273,0.22,1
Commd3,0.255527279,0.259794447,0.856,0.811,1
Tesc,0.255639822,0.212050619,0.69,0.634,1
Bnip2,0.255755843,-0.209083485,0.567,0.579,1
Cdkn2aipnl,0.255783431,0.168240001,0.594,0.476,1
Pno1,0.255801197,0.200631725,0.583,0.506,1
Nfrkb,0.255821567,-0.513770229,0.203,0.232,1
Diras2,0.255989867,-0.166231729,0.048,0.024,1
Katnal2,0.255989867,0.130534813,0.048,0.024,1
Ccdc30,0.256065378,-0.414810108,0.203,0.238,1
Mmgt1,0.256089592,-0.249163079,0.658,0.671,1
Gm29683,0.25611697,0.410103398,0.16,0.116,1
Ube2l3,0.2561283,0.135900831,0.952,0.945,1
Ptpn21,0.256221834,0.143010952,0.187,0.134,1
Zfp866,0.256313014,-0.275016992,0.214,0.262,1
Nkiras2,0.256416901,0.17435888,0.513,0.427,1
Psat1,0.25645119,0.12260225,0.433,0.372,1
Ogg1,0.256617388,1.060947008,0.139,0.098,1
Auh,0.256737261,-0.133336482,0.947,0.909,1
Elmod2,0.256920798,-0.268777797,0.299,0.341,1
Rbbp7,0.256951273,-0.214465363,0.872,0.866,1
Fam160a2,0.2572526,-0.209252397,0.497,0.53,1
Ccnc,0.257304407,-0.152313745,0.813,0.799,1
Gm13572,0.257373299,-0.858381217,0.005,0.018,1
Tnfsf10,0.257373299,-0.828734824,0.005,0.018,1
Gm43466,0.257373299,-0.623069266,0.005,0.018,1
Nek5,0.257373299,-0.709657637,0.005,0.018,1
Cby3,0.257373299,-0.72689741,0.005,0.018,1
Myh13,0.257373299,-0.85906077,0.005,0.018,1
Gm40437,0.257373299,-0.88333837,0.005,0.018,1
Fam71d,0.257373299,-0.909088726,0.005,0.018,1
Gm48780,0.257373299,-0.949115508,0.005,0.018,1
Gm48899,0.257373299,-0.709246999,0.005,0.018,1
Gm8257,0.257373299,-1.267200047,0.005,0.018,1
Gm49756,0.257373299,-0.647095564,0.005,0.018,1
Impg2,0.257373299,-0.676879236,0.005,0.018,1
1700066B19Rik,0.257373299,-0.922506661,0.005,0.018,1
B430212C06Rik,0.257373299,-1.157288551,0.005,0.018,1
1700028P14Rik,0.257373299,-0.779582116,0.005,0.018,1
Nfyc,0.257551142,-0.321392407,0.23,0.262,1
Mrpl45,0.25765829,0.290576634,0.588,0.5,1
Rgs7,0.257660537,-0.243422053,0.519,0.573,1
Rab3a,0.257708419,0.100143749,0.989,0.988,1
Cc2d2a,0.258290561,-0.405145614,0.144,0.183,1
Gm14634,0.258334007,-1.144235078,0.096,0.134,1
Rap2b,0.25844093,-0.18437612,0.46,0.5,1
Mettl2,0.258444787,0.263080655,0.273,0.207,1
Usp47,0.258607551,-0.161983319,0.738,0.762,1
Lipt2,0.258630099,-0.597854163,0.235,0.268,1
Loxl1,0.258653352,1.062449134,0.064,0.037,1
Scrn2,0.258653352,0.130534715,0.064,0.037,1
C330018A13Rik,0.258697302,0.202375386,0.048,0.024,1
9430041J12Rik,0.258700101,0.165467971,0.08,0.049,1
Morc3,0.258918849,-0.179739268,0.444,0.494,1
Ppdpf,0.259018707,0.137182288,0.957,0.951,1
Ncapg2,0.259021398,-0.577104098,0.176,0.213,1
Dab2ip,0.259292134,0.214204917,0.807,0.787,1
Col1a2,0.259325217,0.206037306,0.251,0.189,1
Gm15283,0.259428584,-1.22180905,0.123,0.159,1
Zfp628,0.259646338,0.3845217,0.187,0.14,1
Hdac10,0.259767561,0.454345324,0.139,0.098,1
Tmod3,0.259774753,-0.195007645,0.759,0.72,1
Gm17090,0.259790448,-0.588034757,0.005,0.018,1
Gm13620,0.259790448,-0.691994832,0.005,0.018,1
Gm38186,0.259790448,-0.528960214,0.005,0.018,1
Ifi44,0.259790448,-0.520138966,0.005,0.018,1
Bnc2,0.259790448,1.410601497,0.005,0.018,1
4930500L23Rik,0.259790448,-0.646885461,0.005,0.018,1
Gpr4,0.259790448,-0.455503692,0.005,0.018,1
Otoa,0.259790448,-0.411978474,0.005,0.018,1
Shcbp1,0.259790448,-0.63805864,0.005,0.018,1
C130073E24Rik,0.259790448,-0.656465041,0.005,0.018,1
B3gat1,0.259790448,-0.597475132,0.005,0.018,1
Gm48903,0.259790448,-0.663381723,0.005,0.018,1
Adam21,0.259790448,-0.655222502,0.005,0.018,1
Gm48825,0.259790448,-0.145960581,0.005,0.018,1
P2rx6,0.259790448,-0.514840537,0.005,0.018,1
Rtp1,0.259790448,-0.575961242,0.005,0.018,1
Sstr5,0.259790448,-0.445645297,0.005,0.018,1
Prickle4,0.259790448,-0.33423835,0.005,0.018,1
Zfp846,0.259855392,-0.20882243,0.38,0.421,1
Snhg5,0.259912196,0.39277923,0.193,0.14,1
Grik2,0.260044027,-0.178564009,0.578,0.61,1
Lactb,0.260048967,0.198129444,0.342,0.28,1
9330198N18Rik,0.260058436,0.285160938,0.048,0.024,1
Gm48954,0.260058436,-0.908205271,0.027,0.049,1
Spcs3,0.26005978,-0.560363626,0.316,0.36,1
Zfp637,0.26035891,0.125660072,0.754,0.677,1
Gfra1,0.260358978,-0.188587985,0.856,0.86,1
Upf3a,0.260373014,0.129371032,0.642,0.579,1
Crppa,0.260399848,-0.486248304,0.583,0.579,1
Efna1,0.260432154,-0.497047257,0.219,0.25,1
Lrrc27,0.260503782,0.331557516,0.203,0.152,1
Rdm1,0.26052463,0.490152741,0.374,0.299,1
H2-Aa,0.260681168,-0.478669934,0.021,0.043,1
Rad50,0.260695793,0.111291705,0.647,0.518,1
Nt5c2,0.260711381,-0.291082982,0.631,0.616,1
Cdc40,0.260983909,0.136986403,0.492,0.409,1
Slc6a6,0.261038623,0.155845878,0.77,0.713,1
Rnf166,0.26124453,-0.254087742,0.299,0.348,1
Bcan,0.261319238,0.173774976,0.166,0.116,1
Camsap1,0.261322743,-0.145698321,0.807,0.823,1
Plpp6,0.261355513,-0.31828402,0.246,0.305,1
Crlf1,0.261424518,-0.397858781,0.048,0.024,1
Npl,0.261424518,-0.824572379,0.027,0.049,1
Ift27,0.261508437,0.141534936,0.551,0.451,1
BC004004,0.261559337,0.192356833,0.781,0.726,1
Rspo4,0.261574095,-0.33681736,0.283,0.311,1
Dtx3l,0.261602233,-0.454173388,0.374,0.39,1
Paxx,0.261647131,0.155118126,0.84,0.841,1
Syn2,0.261682605,-0.105405074,0.952,0.939,1
Tbc1d22b,0.26181717,0.175975923,0.412,0.439,1
Gm20536,0.26190893,-0.749176567,0.107,0.14,1
Edc4,0.262032893,-0.390373722,0.321,0.366,1
Mms19,0.262069062,0.188428126,0.599,0.537,1
Hsbp1l1,0.262284773,-0.183071963,0.706,0.72,1
Etfbkmt,0.262412624,-0.444506058,0.144,0.189,1
Slc44a1,0.262419363,-0.186933969,0.888,0.927,1
Ret,0.262617263,-0.120449151,0.989,0.988,1
Gm2087,0.262795553,-0.856131587,0.027,0.049,1
Odf2l,0.262860269,-0.666412181,0.155,0.189,1
Gdf11,0.262915704,0.345816572,0.369,0.305,1
4932438A13Rik,0.263044515,0.125987338,0.952,0.957,1
BC051142,0.263333874,0.459093767,0.064,0.037,1
Aars,0.263383406,0.173801024,0.679,0.573,1
Eva1c,0.263430164,0.256305731,0.39,0.329,1
Greb1l,0.263489773,-0.549977822,0.519,0.512,1
Fbxl14,0.263606923,-0.445279374,0.182,0.226,1
Rusc1,0.263645275,-0.193371021,0.92,0.933,1
Mybbp1a,0.263791038,-0.290874229,0.326,0.366,1
4930550C14Rik,0.263917943,0.26062495,0.08,0.049,1
Asap3,0.264041297,-0.209339754,0.118,0.152,1
Isy1,0.264155016,-0.428367407,0.396,0.433,1
Isyna1,0.26418589,0.455321451,0.209,0.159,1
Dnajb3,0.264513081,0.146633322,0.064,0.037,1
Entpd7,0.264632474,-0.32909474,0.251,0.28,1
Dtd1,0.264747285,0.237375664,0.69,0.64,1
Gab3,0.26475199,-0.47509183,0.091,0.128,1
Fat1,0.264984556,0.350929093,0.123,0.085,1
Optn,0.265056972,-0.370878489,0.588,0.616,1
Iqcn,0.265149108,-0.733204013,0.021,0.043,1
Copz1,0.26520067,0.183006752,0.893,0.835,1
4732440D04Rik,0.265214796,-0.534216897,0.187,0.22,1
Gm12216,0.265293463,-0.268949815,0.23,0.28,1
Dcaf10,0.265395356,-0.279449615,0.439,0.476,1
Thoc3,0.265500336,0.132371636,0.54,0.457,1
Fchsd1,0.266098486,-0.299150504,0.31,0.348,1
Adgrg6,0.266141089,0.582391646,0.251,0.207,1
Cln3,0.266299899,-0.367750104,0.326,0.36,1
Spef1,0.266510273,0.211747262,0.166,0.116,1
Sec22c,0.266645631,-0.247899321,0.348,0.384,1
Ddx11,0.266650077,-0.520700819,0.021,0.043,1
Rasa4,0.266860349,0.280012113,0.332,0.268,1
Gm12536,0.266919758,-1.116721514,0.032,0.055,1
Pax8,0.266938411,-0.89376189,0.027,0.049,1
Gm44623,0.266938411,-0.950902504,0.027,0.049,1
Gabbr2,0.266969915,0.123162946,0.824,0.768,1
Slc26a11,0.266994463,-0.446593747,0.07,0.104,1
Fzd6,0.267174826,-0.474210126,0.075,0.11,1
Slx4,0.26744184,0.42865383,0.086,0.055,1
Afg3l2,0.267557929,-0.155232825,0.567,0.494,1
4921524J17Rik,0.268043755,-0.185863205,0.781,0.768,1
Platr25,0.268066678,0.219468241,0.38,0.305,1
Ano7,0.26807252,0.175168432,0.064,0.037,1
Plcd1,0.268159989,-0.406233965,0.176,0.213,1
Plaa,0.268231154,0.133980581,0.797,0.689,1
Glt1d1,0.268296592,-0.350158206,0.214,0.25,1
Gm5089,0.268329293,-0.677743824,0.027,0.049,1
Sacs,0.268340884,-0.226493942,0.807,0.787,1
Limk2,0.268383065,-0.111663669,0.877,0.854,1
A630072M18Rik,0.268404108,-0.558763746,0.123,0.159,1
Twf2,0.268616772,0.821595837,0.241,0.201,1
Herpud2,0.268787848,-0.293547048,0.422,0.445,1
Mycbp,0.268933626,-0.226986752,0.599,0.598,1
Trp53inp2,0.269233335,0.202520315,0.866,0.896,1
Rasl11a,0.269534242,-0.33854818,0.316,0.354,1
Gipc2,0.269698491,0.223273844,0.225,0.171,1
Gm10687,0.269725145,-0.862610674,0.027,0.049,1
D630045J12Rik,0.269788006,-0.493299333,0.171,0.207,1
Gm37982,0.269950168,-0.803096597,0.086,0.116,1
Rtn4rl2,0.270000412,-1.102201081,0.059,0.085,1
Bcat2,0.27034629,-0.255339404,0.583,0.604,1
Fzd2,0.270463682,0.250590698,0.064,0.037,1
3110045C21Rik,0.270745862,0.1538696,0.171,0.122,1
Gm36608,0.27082786,-0.956455105,0.032,0.055,1
Scfd2,0.270851055,-0.339854563,0.406,0.47,1
Zbtb26,0.270988294,0.276769587,0.176,0.128,1
B3galt2,0.271014302,0.169731745,0.096,0.061,1
Itm2b,0.27101798,-0.107549454,0.984,0.994,1
Igsf10,0.271715064,0.311088689,0.118,0.079,1
Tsix,0.271755881,-0.591310261,0.112,0.146,1
Cux2,0.271760665,-0.153397785,0.711,0.75,1
Dnaaf5,0.27182833,-0.443577187,0.123,0.085,1
AW146154,0.27182833,-0.876038075,0.091,0.122,1
Pigb,0.272084656,-0.315725256,0.198,0.238,1
Spdya,0.272498502,0.575083731,0.134,0.098,1
Borcs7,0.272530791,0.136614634,0.936,0.915,1
Slc25a35,0.272656941,0.310282377,0.102,0.067,1
Bin3,0.272727263,0.465839153,0.273,0.22,1
Dnajc4,0.273092828,0.458474918,0.444,0.378,1
Plekhg2,0.27320925,0.495731307,0.128,0.091,1
Dusp14,0.273221785,0.674348356,0.037,0.018,1
Gm42941,0.273261926,-0.462371542,0.219,0.262,1
Nus1,0.273265046,-0.168890053,0.813,0.805,1
Dcdc2a,0.273369858,0.60741167,0.433,0.378,1
AI837181,0.273474217,-0.106484845,0.754,0.756,1
Ly96,0.273538774,0.216792849,0.166,0.122,1
Gys1,0.273601446,0.157023195,0.77,0.701,1
Slc43a2,0.273717929,-0.373139256,0.786,0.744,1
Gm39121,0.273942553,-0.408244696,0.027,0.049,1
Uqcc1,0.274156346,-0.162937849,0.733,0.738,1
Dusp23,0.274301814,0.216682581,0.209,0.159,1
Crebzf,0.274302153,-0.316765035,0.503,0.5,1
Mthfsl,0.274488817,0.117948897,0.567,0.47,1
Mex3a,0.274570222,0.30259344,0.08,0.049,1
Mbtps1,0.274619277,-0.107157048,0.594,0.616,1
Ppip5k1,0.274661209,-0.116607758,0.545,0.598,1
Gm43149,0.274774997,-0.616710252,0.032,0.055,1
Gm3728,0.274774997,-1.045532039,0.032,0.055,1
Gm26672,0.274810153,-0.544291965,0.123,0.165,1
Il18bp,0.27482654,0.691243082,0.037,0.018,1
Gm47936,0.27482654,0.776642823,0.037,0.018,1
Gpalpp1,0.27492643,0.126691264,0.492,0.409,1
Serpinh1,0.274982477,0.366756951,0.337,0.287,1
Abcb6,0.275112394,0.344771436,0.187,0.14,1
2610306M01Rik,0.275115349,-0.350618431,0.348,0.378,1
Tcf3,0.27526081,0.355538799,0.305,0.244,1
Cd164l2,0.2753549,0.192485397,0.182,0.134,1
Gm19935,0.275358317,-0.660619931,0.027,0.049,1
4930415C11Rik,0.275358317,-0.252613866,0.027,0.049,1
Ripor1,0.275402083,-0.26489078,0.444,0.47,1
Slc16a10,0.275446697,-0.271558213,0.332,0.378,1
Cdr1os,0.275626532,-0.125149818,0.856,0.896,1
Lins1,0.275648864,0.181746419,0.316,0.25,1
9030407P20Rik,0.275688215,0.399263778,0.086,0.055,1
Gm6034,0.27587321,0.849744153,0.144,0.104,1
Tes,0.275884559,0.106130968,0.722,0.726,1
Uggt2,0.275997054,-0.35739651,0.353,0.384,1
Zik1,0.276112982,0.312579128,0.209,0.152,1
Rab43,0.276184587,0.371377625,0.235,0.183,1
5031439G07Rik,0.276254878,-0.116355797,0.636,0.646,1
Rbm17,0.276284503,-0.143557785,0.797,0.805,1
Gm12915,0.276437719,0.791198432,0.037,0.018,1
Ace,0.276437719,1.65963951,0.037,0.018,1
Abhd4,0.276597254,0.126771851,0.588,0.524,1
Ctsf,0.276614725,-0.516487891,0.246,0.274,1
Setdb2,0.27673108,-0.794271943,0.086,0.055,1
Gm26592,0.276779066,-0.78214212,0.027,0.049,1
Prtn3,0.276779066,-0.651400944,0.027,0.049,1
Farsb,0.276796156,0.231333851,0.759,0.64,1
Rnf113a2,0.276976449,0.673322517,0.225,0.171,1
Gm12996,0.277057078,-1.005695106,0.037,0.061,1
H2afx,0.277417697,0.304742033,0.364,0.305,1
Cbwd1,0.277417697,0.475843204,0.321,0.354,1
Hpcal4,0.277495089,0.319658603,0.348,0.293,1
Adgrb1,0.277502871,-0.230982842,0.465,0.5,1
Gm30082,0.27759502,0.530790013,0.198,0.152,1
Dctn5,0.277926596,0.136894422,0.866,0.841,1
Ippk,0.277986341,-0.596708924,0.219,0.244,1
Cutc,0.27799061,0.544246296,0.187,0.14,1
A230006K03Rik,0.278055326,1.255121274,0.037,0.018,1
Gm49768,0.278055326,0.568856008,0.037,0.018,1
Msra,0.27811602,-0.459924336,0.289,0.311,1
Zfyve26,0.278145462,-0.563271596,0.193,0.232,1
Hipk3,0.278157871,-0.222848989,0.866,0.878,1
Dnajc21,0.278183706,0.142709737,0.818,0.75,1
9530077C05Rik,0.27818374,-0.188076094,0.786,0.787,1
Glyctk,0.278204803,-0.643902664,0.027,0.049,1
Dhrs13os,0.278204803,-0.637416759,0.027,0.049,1
Gm3435,0.278204803,-0.474600054,0.027,0.049,1
Prickle3,0.278204803,-0.580462404,0.027,0.049,1
Rpl10-ps3,0.278266223,-0.285176493,0.251,0.287,1
Tmem59l,0.2783577,-0.233661151,0.781,0.774,1
Nfkbie,0.278400031,0.297508479,0.139,0.098,1
1700019D03Rik,0.278463637,0.164276711,0.652,0.549,1
5330417C22Rik,0.27854296,0.180723437,0.289,0.238,1
Dot1l,0.278589905,0.165100668,0.326,0.262,1
Gm7072,0.278965424,0.216579968,0.401,0.329,1
Cpne3,0.279094661,-0.167709363,0.936,0.957,1
Zdhhc17,0.279159133,-0.169748926,0.882,0.872,1
Plscr2,0.279501056,0.37776039,0.15,0.11,1
Afg3l1,0.279547463,-0.148068973,0.492,0.537,1
Srpx,0.279749914,-1.102787994,0.043,0.067,1
Mtg2,0.280069099,-0.247706322,0.246,0.293,1
Znhit6,0.280087934,0.192586264,0.348,0.274,1
Gm49654,0.280098682,-0.760127079,0.032,0.055,1
Olfr1369-ps1,0.280098682,1.12863031,0.053,0.03,1
3110039M20Rik,0.280308153,-0.26266487,0.321,0.348,1
Exosc9,0.280557364,0.183922733,0.396,0.299,1
Abhd17c,0.280591197,-0.347313488,0.594,0.628,1
Gbe1,0.280619735,0.154463973,0.289,0.232,1
Klhl7,0.281043434,-0.298867813,0.626,0.628,1
Pcgf2,0.28104659,0.159714657,0.353,0.299,1
Pacc1,0.281090176,0.261875508,0.16,0.116,1
Cdc5l,0.281169779,-0.130215647,0.668,0.683,1
Gm13832,0.281309838,0.683380611,0.037,0.018,1
Cenpk,0.281309838,0.563578362,0.037,0.018,1
Rbl1,0.281440481,-0.774365475,0.032,0.055,1
Ppp1r3d,0.281455046,0.193634647,0.193,0.146,1
Fam204a,0.281469583,0.209918592,0.738,0.695,1
Frmd8,0.281485658,0.27817183,0.455,0.39,1
Gm2694,0.281563089,-0.458828821,0.118,0.079,1
Snx9,0.281566516,-0.268754605,0.615,0.622,1
Gm19345,0.281624764,0.401321744,0.235,0.189,1
Gm20560,0.281688734,-1.053651484,0.102,0.134,1
Hus1,0.281688734,-0.566878746,0.102,0.134,1
Thap4,0.281721655,0.499024847,0.171,0.128,1
Ilf2,0.281787665,-0.157690787,0.481,0.524,1
Cdkl5,0.281788216,-0.351885492,0.257,0.299,1
Lacc1,0.281985711,0.396494043,0.086,0.055,1
Ddit4,0.282115404,-0.252111348,0.481,0.53,1
Dnajc19,0.282143811,-0.135902991,0.952,0.933,1
Gatad2a,0.282354527,-0.10797587,0.861,0.878,1
Uevld,0.282446918,-0.291982631,0.241,0.287,1
Gm49066,0.282470224,0.189707324,0.118,0.079,1
Exosc10,0.282476835,0.349276316,0.294,0.232,1
Zfp729a,0.282721093,0.257176031,0.278,0.22,1
Zfp788,0.282774606,-0.265826503,0.353,0.384,1
4930523C07Rik,0.282946751,0.394734026,0.037,0.018,1
4921511C10Rik,0.282946751,0.46120729,0.037,0.018,1
Pcdhb5,0.282946751,0.730703425,0.037,0.018,1
Slc29a2,0.282946751,0.537809522,0.037,0.018,1
1700001C19Rik,0.282978534,0.785169186,0.091,0.061,1
Fam168b,0.283223834,0.181370466,0.856,0.787,1
Zdhhc20,0.283346494,-0.101563946,0.733,0.768,1
Pigg,0.283611729,-0.61875142,0.139,0.171,1
Cyp4f13,0.283649453,0.201227735,0.219,0.165,1
Kctd17,0.283953117,0.139652517,0.658,0.591,1
Manba,0.28403093,0.244315633,0.144,0.104,1
Glis1,0.28410639,0.231948209,0.086,0.055,1
Eef1akmt4,0.28422831,-1.165879263,0.048,0.073,1
A430005L14Rik,0.28428215,-0.147158104,0.294,0.226,1
8-Mar,0.284327792,0.172500842,0.717,0.604,1
Tmem53,0.284376249,0.104877615,0.412,0.335,1
Ift81,0.284521835,-0.487132745,0.203,0.238,1
Gm48960,0.284590106,0.476886952,0.037,0.018,1
Adgrf5,0.284590106,0.572725423,0.037,0.018,1
Syde1,0.284625279,-0.457981362,0.112,0.146,1
Atl1,0.284669194,-0.142311246,0.936,0.902,1
Lsm4,0.284768664,0.135602823,0.957,0.951,1
Gdap1,0.284776182,-0.106706468,0.957,0.963,1
Tjp2,0.28492928,-0.733677414,0.144,0.177,1
9130230N09Rik,0.284969432,0.179132266,0.439,0.36,1
Bdp1,0.285080724,0.106811835,0.626,0.543,1
Zfp438,0.28508904,0.288020525,0.139,0.098,1
Gm38560,0.285205873,-0.565238029,0.299,0.341,1
Cnfn,0.285408398,-0.232761052,0.027,0.049,1
Rxrb,0.285463045,-0.196517949,0.615,0.622,1
Efhd1,0.285492017,0.811135768,0.053,0.03,1
Adgrb2,0.285492017,-0.65966171,0.032,0.055,1
Fsd2,0.285492017,-0.774792791,0.032,0.055,1
Spc24,0.285492017,0.624499845,0.053,0.03,1
Ccdc114,0.285876358,0.235314901,0.123,0.085,1
Mef2b,0.285920343,-0.747297374,0.037,0.061,1
Anks3,0.285945222,-0.654243195,0.321,0.348,1
Rbak,0.286100516,0.99181973,0.128,0.091,1
Gm12743,0.286149236,0.244059542,0.193,0.146,1
Fam129a,0.28622897,0.244507674,0.209,0.165,1
Eps8,0.286239908,0.496905293,0.037,0.018,1
Gm16675,0.286239908,0.920674286,0.037,0.018,1
4930469K13Rik,0.286239908,0.647073688,0.037,0.018,1
Pnpla8,0.286455924,-0.125468291,0.882,0.921,1
Hectd1,0.286458352,0.136178217,0.909,0.835,1
Sec61a2,0.286775845,-0.34055938,0.487,0.512,1
Plcl2,0.286851248,0.460163613,0.053,0.03,1
Hcn2,0.286957012,-0.122636972,0.679,0.671,1
Zfp558,0.287201994,-0.699817643,0.037,0.061,1
Tmem254a,0.287201994,-0.769455636,0.037,0.061,1
Tom1l1,0.287249783,0.121625686,0.241,0.183,1
Sppl2b,0.28741463,-0.483288709,0.134,0.165,1
Ubap2,0.28743067,0.114271775,0.914,0.89,1
Mtr,0.287519103,-0.280236778,0.476,0.506,1
Fam193a,0.287545492,-0.127496067,0.679,0.701,1
Drp2,0.287635619,-0.413739903,0.241,0.28,1
Gm38085,0.287896158,0.294871121,0.037,0.018,1
H2-DMa,0.28797678,0.159847151,0.294,0.226,1
N4bp2os,0.288208451,-1.205267811,0.043,0.067,1
Dpf1,0.288208451,-0.889708465,0.043,0.067,1
Tnnc1,0.288214842,0.541396695,0.053,0.03,1
Sucla2,0.288307974,-0.111979993,0.93,0.945,1
Rpgr,0.288343298,-0.263559293,0.219,0.262,1
Pla2g15,0.28848533,-0.613046818,0.187,0.213,1
Myo15,0.288650965,-1.110072692,0.07,0.098,1
Ift80,0.288815241,-0.417198714,0.465,0.482,1
Exoc1,0.28881677,-0.10220313,0.556,0.573,1
Cdyl,0.288830857,0.211595119,0.401,0.323,1
Arntl2,0.288875618,-0.740497655,0.086,0.116,1
Piga,0.288966056,0.225459129,0.187,0.14,1
Snx6,0.288968967,0.147444168,0.898,0.872,1
Stxbp5l,0.289146828,0.192672933,0.444,0.402,1
6330403L08Rik,0.289345432,-0.404960935,0.23,0.262,1
Gm32036,0.289430746,1.184400179,0.043,0.067,1
Gm41760,0.289455221,0.28158682,0.086,0.055,1
Zdhhc13,0.289484348,0.208961981,0.369,0.311,1
C230012O17Rik,0.28955886,0.341508754,0.037,0.018,1
Zmynd12,0.28955886,0.354788291,0.037,0.018,1
Fut4,0.28955886,0.377713754,0.037,0.018,1
M5C1000I18Rik,0.28955886,0.254943358,0.037,0.018,1
1810021B22Rik,0.28955886,0.321662819,0.037,0.018,1
Gm26873,0.28955886,2.37287414,0.037,0.018,1
Gm50232,0.28955886,0.371548587,0.037,0.018,1
D830035M03Rik,0.289582799,-0.7336148,0.032,0.055,1
Ttc25,0.289582799,-0.658425971,0.032,0.055,1
Gm17173,0.289776912,-0.857188146,0.037,0.061,1
Mrm2,0.289927647,0.200370601,0.235,0.177,1
Cactin,0.29002441,0.283535665,0.15,0.11,1
Cdh15,0.290134796,0.303321447,0.102,0.067,1
2410022M11Rik,0.29013508,0.21142668,0.198,0.146,1
Fggy,0.290153593,-0.169744383,0.332,0.384,1
Plk4,0.29015819,0.286196863,0.203,0.159,1
Rrp1b,0.290176562,0.23354837,0.139,0.098,1
Coq8a,0.290266495,-0.353267612,0.187,0.232,1
Arpp21,0.290319787,-0.433338624,0.572,0.573,1
Ndor1,0.290487523,-0.39698573,0.187,0.22,1
Flywch2,0.290508674,-0.175041926,0.861,0.848,1
