,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Smap1,0.000106446,0.15722985,0.957,0.945,1
Cep164,0.002274874,0.156914625,0.69,0.549,1
Fis1,0.001001727,0.156714148,0.995,0.976,1
Cct5,0.00160512,0.156450076,0.914,0.866,1
Tmsb15b2,0.001300777,0.15611129,0.973,0.945,1
Camk1,0.002560954,0.156086964,0.77,0.726,1
Josd2,0.00527839,0.155957993,0.904,0.75,1
Pmm1,0.001293797,0.155742976,0.979,0.951,1
Pgd,0.000449917,0.15546282,0.834,0.72,1
Apip,0.000718652,0.154993053,0.77,0.604,1
Spcs2,0.031234225,0.154876715,0.941,0.89,1
Luzp2,0.63697093,0.154801052,0.85,0.805,1
Ccdc50,0.029134191,0.154736736,0.807,0.701,1
Rps12,0.003023735,0.154590139,0.984,0.976,1
Mcts1,0.041938776,0.154018111,0.941,0.921,1
Rps16,9.19E-05,0.153946179,0.989,0.994,1
Mal2,0.003445386,0.153872114,0.791,0.695,1
Ank3,0.048715001,0.153510537,0.984,0.976,1
Hspa12a,0.001115732,0.153110733,0.877,0.768,1
Atox1,0.000359176,0.152870316,0.979,0.982,1
Sys1,0.001622921,0.152799364,0.807,0.646,1
Lpp,0.000242695,0.152785708,0.69,0.5,1
Eif3b,0.003013865,0.152295397,0.92,0.817,1
Ube2s,0.008275697,0.152280601,0.968,0.97,1
Ormdl2,0.017309782,0.152218531,0.706,0.555,1
Shh,8.47E-05,0.152157394,0.535,0.335,1
1110038B12Rik,0.002928566,0.151970664,0.834,0.78,1
Pin1,0.014712269,0.151858334,0.957,0.933,1
Akt1s1,0.00046679,0.151758252,0.791,0.64,1
Ube2a,0.001246767,0.151500081,0.952,0.896,1
Chchd1,0.007141906,0.151410735,0.989,0.951,1
Myt1l,0.12934651,0.151196734,0.963,0.97,1
Esd,0.002418182,0.15085909,0.957,0.89,1
Dnajc8,0.007652453,0.150837835,0.973,0.939,1
Eci2,5.79E-05,0.150834621,0.754,0.61,1
Atp6v1f,0.000884726,0.150466906,1,1,1
Tubb3,0.002299141,0.150376264,1,1,1
Fam210b,0.000644795,0.15022994,0.353,0.195,1
Bace1,0.003539019,0.150221125,0.936,0.896,1
Ubxn4,0.000903572,0.149999817,0.866,0.829,1
Anp32b,0.001853053,0.149722482,0.936,0.89,1
Rgs9,0.028233534,0.149707281,0.84,0.811,1
Ybx1,0.019600102,0.149447207,0.947,0.951,1
Mrpl13,0.001771942,0.149445707,0.872,0.75,1
Onecut2,0.003984079,0.149229938,0.706,0.555,1
Psmd7,0.005041276,0.149126416,0.947,0.921,1
Pgp,0.015195361,0.148963442,0.968,0.945,1
Fermt2,0.001449521,0.148907071,0.85,0.744,1
Mrpl57,0.000338027,0.148725531,0.979,0.951,1
Sugt1,0.001474654,0.148562592,0.947,0.939,1
Slc25a5,0.071888083,0.148552832,0.963,0.945,1
Rpl15,0.000268679,0.14844507,1,0.988,1
Mrpl18,0.001406026,0.148227636,0.947,0.884,1
Snrpd2,0.002946693,0.147628541,0.963,0.982,1
Sc5d,0.013958326,0.147556078,0.936,0.86,1
Kif21a,0.000241934,0.147497851,0.984,1,1
Chid1,0.211035889,0.147371688,0.497,0.39,1
Park7,0.007074933,0.147074779,0.984,0.976,1
Sparcl1,0.010213399,0.14685559,0.503,0.384,1
Bhlhe41,0.007820011,0.146734691,0.85,0.756,1
Mrps24,0.004565325,0.146594197,0.973,0.957,1
Dnpep,0.029058129,0.146548698,0.754,0.72,1
Tmem208,0.036432861,0.14650526,0.909,0.872,1
Vipas39,0.072739943,0.14643031,0.706,0.61,1
Pcdh7,0.000297701,0.14590301,0.572,0.372,1
Rac3,0.030371228,0.145401937,0.92,0.909,1
Pfdn6,0.013831633,0.145315329,0.909,0.884,1
Cela1,0.001811249,0.145302404,0.326,0.189,1
Vps28,0.000540258,0.145110064,0.952,0.896,1
Gabrb1,0.014641236,0.145038693,0.455,0.341,1
Pxmp2,0.011249735,0.145008213,0.824,0.732,1
Sra1,0.007480548,0.14489913,0.909,0.841,1
Zcrb1,0.000133231,0.144684999,0.973,0.97,1
2610507B11Rik,0.023862997,0.144579671,0.898,0.787,1
Ube2ql1,0.01447611,0.144305209,0.925,0.902,1
Gm10419,0.009437353,0.143837962,0.834,0.72,1
Grcc10,0.002323429,0.143804662,0.989,0.982,1
Mtmr7,0.001764914,0.14370188,0.904,0.811,1
Immp1l,0.025402578,0.1433979,0.877,0.793,1
Fads3,0.000717521,0.143252759,0.727,0.622,1
Srxn1,0.002503449,0.143187077,0.957,0.884,1
Sorcs1,0.011692501,0.143048438,0.417,0.28,1
Nqo2,0.480154243,0.143035133,0.749,0.707,1
Slc10a6,0.03603482,0.142871162,0.727,0.646,1
Rp9,0.00515435,0.14266376,0.963,0.957,1
Mylk,0.000129154,0.142592087,0.401,0.226,1
Tex30,0.001531645,0.142501656,0.439,0.28,1
Snu13,0.006597783,0.142479096,0.989,0.97,1
Sh3glb1,0.009711983,0.142068789,0.941,0.957,1
Ctnnd2,0.025893036,0.141664951,0.984,0.97,1
Cyb5a,0.009657196,0.141641619,0.979,0.976,1
Acat2,0.000210937,0.14142856,0.93,0.872,1
Hnrnpdl,0.000345544,0.141153227,0.888,0.829,1
Ndufb5,0.011935143,0.141050683,0.984,0.982,1
Nabp2,0.005513669,0.140950007,0.898,0.823,1
Nhp2,0.000682718,0.140922562,0.93,0.902,1
Srp19,0.001258704,0.140708011,0.973,0.97,1
Cox7a2l,0.000925663,0.140704721,0.979,0.976,1
Mafg,0.000483735,0.140683625,0.909,0.884,1
Ak6,0.000335766,0.140632029,0.578,0.415,1
Vstm2l,0.01863206,0.140253217,0.957,0.963,1
B4galnt1,0.000210904,0.140168115,0.444,0.244,1
Rpap3,0.004786585,0.14013026,0.765,0.665,1
Mrpl21,0.00596904,0.140118212,0.781,0.744,1
Praf2,0.343087117,0.139871112,0.941,0.896,1
Jtb,0.007791652,0.139794617,0.872,0.823,1
Nol7,0.00013538,0.139639823,0.914,0.866,1
Srp9,0.005897721,0.139228078,0.968,0.976,1
Hnrnpd,0.00956248,0.139183651,0.893,0.799,1
Nsdhl,0.00483426,0.139146104,0.845,0.756,1
Pak1ip1,0.008517213,0.139140323,0.802,0.707,1
Mir22hg,0.000796097,0.139112344,0.791,0.64,1
Cacnb3,0.001180083,0.13894346,0.989,0.982,1
Qk,0.03391627,0.138600223,0.674,0.555,1
Trappc4,0.000390711,0.138553515,0.973,0.97,1
Ktn1,0.039668179,0.138385004,0.963,0.921,1
Ndst1,0.026908802,0.138062963,0.834,0.78,1
Myl12a,0.021987415,0.138051178,0.727,0.622,1
Fam92a,0.000681619,0.13802597,0.872,0.762,1
Cic,0.040798002,0.137904583,0.93,0.89,1
Eif2ak2,0.003444475,0.13779286,0.679,0.561,1
Ndufb8,0.030261682,0.13772949,0.995,0.994,1
Gspt1,0.029928707,0.137499439,0.775,0.744,1
Ptpmt1,0.027600699,0.13747161,0.882,0.817,1
Ano6,0.152740318,0.137340708,0.893,0.829,1
Rpl34,0.001514181,0.137315197,1,1,1
Mrpl2,0.018529368,0.136877108,0.695,0.585,1
Hopx,0.018968922,0.13684501,0.588,0.463,1
Hras,0.008445342,0.136823094,0.984,0.976,1
Coil,0.000799457,0.136549366,0.594,0.457,1
Tnfaip1,0.012077828,0.136490463,0.813,0.652,1
Cdk16,0.032109321,0.136236562,0.968,0.933,1
Rab5if,0.004692762,0.136161163,0.861,0.738,1
Sav1,0.195287692,0.136112458,0.594,0.5,1
Wasf2,0.024487814,0.13605627,0.866,0.726,1
Zyx,0.010705694,0.13535444,0.711,0.561,1
Cdh19,0.000297656,0.135318231,0.364,0.183,1
Fez1,0.005922163,0.135114965,0.877,0.823,1
Arl2bp,0.046021369,0.135101277,0.941,0.909,1
Mrpl32,0.000797033,0.134978526,0.85,0.695,1
Cpne8,0.014334234,0.134684976,0.957,0.957,1
Smpdl3a,0.109492436,0.134576305,0.61,0.543,1
Pebp1,0.023401769,0.134564203,0.995,0.982,1
Smdt1,0.000437786,0.134101903,0.995,0.994,1
Nr2f1,0.002354039,0.133773119,0.422,0.256,1
Maged1,0.027555641,0.133751353,0.989,0.976,1
Xpa,0.025142042,0.133587894,0.551,0.427,1
Timm13,0.004941162,0.133517018,0.995,0.988,1
Polr2h,0.006372278,0.133393473,0.754,0.628,1
Cox20,7.17E-05,0.133253656,0.925,0.799,1
Lamtor5,0.004351636,0.133238269,0.984,0.951,1
Rpl13,0.000873087,0.132800154,0.995,0.994,1
Gm13889,0.023692844,0.132359058,0.979,0.982,1
Camkk2,0.019791461,0.132283856,0.85,0.762,1
Tmbim4,0.023041937,0.132226975,0.866,0.793,1
Psme2,0.005497615,0.132176993,0.84,0.78,1
Dgkb,0.005726739,0.13203145,0.797,0.738,1
Gng10,0.010347217,0.131972652,0.85,0.78,1
Acot13,0.012227513,0.131711454,0.936,0.878,1
Rab8b,0.018864539,0.131534154,0.898,0.848,1
Lrp10,0.000333989,0.131488226,0.791,0.604,1
Rgl1,0.025984144,0.131465137,0.476,0.36,1
Stub1,0.013943104,0.131262383,0.979,0.963,1
Tmem229b,0.007103173,0.131169689,0.69,0.555,1
Fuom,0.019404553,0.131169103,0.877,0.835,1
Rack1,0.003199214,0.131126491,0.984,0.976,1
Dnajb6,0.000488104,0.131123926,0.984,0.988,1
Lamtor2,0.021149694,0.1309728,0.979,0.982,1
Srm,0.000194715,0.130934647,0.615,0.402,1
Etfb,0.057627071,0.130579003,0.957,0.921,1
S100a1,0.005866228,0.130130318,0.722,0.555,1
Lcorl,0.012056532,0.130102222,0.631,0.524,1
Jak2,0.000151563,0.129703687,0.668,0.5,1
Btbd1,0.007865277,0.129578932,0.888,0.805,1
Tiprl,0.017923581,0.12947493,0.909,0.884,1
Nedd8,0.002562085,0.1292854,1,1,1
Mea1,0.038416638,0.12925642,0.882,0.817,1
Acbd6,0.002006924,0.129186977,0.914,0.811,1
Ift22,0.008877578,0.12912665,0.733,0.591,1
Sap18,0.021072167,0.128982957,0.85,0.75,1
Ptpra,0.049008102,0.128970216,0.92,0.909,1
Hpcal1,0.000268107,0.128652948,0.973,0.982,1
Gde1,0.009152478,0.128140129,0.925,0.927,1
Tdrkh,0.002183554,0.127985536,0.733,0.561,1
Vamp8,0.003464646,0.127831294,0.471,0.317,1
Ndufa7,0.003500606,0.127646912,0.979,0.988,1
Higd2a,0.033148774,0.127634685,0.995,0.976,1
Rpl18a,0.004044951,0.127457293,0.989,0.982,1
Litaf,0.087653749,0.127438592,0.642,0.573,1
Rps27a,0.001961239,0.127360732,1,1,1
Sat1,0.118166794,0.126981673,0.84,0.793,1
Mras,9.06E-05,0.126864244,0.947,0.939,1
Tmem60,0.033575547,0.126834747,0.898,0.841,1
Galnt17,0.007956511,0.126437185,0.663,0.561,1
S100b,0.035102161,0.1263309,0.968,0.939,1
Gpatch11,0.00637344,0.126276933,0.877,0.75,1
Mt1,0.023088695,0.125900093,0.952,0.902,1
Rap1b,0.004201853,0.12571983,0.952,0.97,1
Kif5c,0.013479501,0.125333065,0.973,0.976,1
1110046J04Rik,0.059161497,0.125064659,0.861,0.799,1
Ctsb,0.011139234,0.124957326,0.995,0.988,1
Ankrd13c,0.010880493,0.124944437,0.695,0.567,1
Tbcb,0.015941181,0.124853939,0.968,0.957,1
Shisa4,0.026136944,0.124752857,0.818,0.726,1
Tpi1,0.002526612,0.124654073,0.995,0.97,1
St3gal4,0.019167286,0.124622319,0.84,0.787,1
Dhx33,5.78E-05,0.124587607,0.412,0.213,1
Pih1d1,0.000523888,0.124557447,0.765,0.598,1
Naa38,0.015508095,0.124208358,0.968,0.951,1
Mrps16,0.035638271,0.124118911,0.925,0.854,1
Klhl41,0.014247702,0.124064479,0.198,0.104,1
Eef1g,0.004126633,0.123911094,0.973,0.988,1
Capns1,0.004337793,0.123771156,0.989,0.988,1
Cox6b1,0.010453954,0.123719042,0.989,1,1
Ndufs5,0.035202202,0.123689131,0.995,0.988,1
Chp1,0.006430977,0.123419839,0.979,0.957,1
Czib,0.019117476,0.123366027,0.802,0.695,1
Txnrd1,0.007378064,0.123269206,0.941,0.89,1
Pdcd11,0.017196378,0.123164199,0.428,0.287,1
Rtraf,0.005691885,0.123101648,0.968,0.97,1
Tpgs1,0.012420746,0.123088191,0.861,0.799,1
Mrpl55,0.01789273,0.122914398,0.957,0.909,1
Emc9,0.046861696,0.122698597,0.866,0.817,1
Plscr3,0.006957434,0.122556692,0.738,0.622,1
Lsamp,0.937074744,0.122359723,0.492,0.506,1
Bola1,0.122732446,0.122334127,0.834,0.787,1
Rps15a,0.001245028,0.122185298,0.995,0.994,1
Nlgn2,0.006050043,0.121995703,0.765,0.64,1
2900079G21Rik,0.022711611,0.12190011,0.727,0.567,1
Rogdi,0.011457607,0.12163609,0.711,0.591,1
Wdr83os,0.061939539,0.121544681,0.979,0.951,1
Emc2,0.02411552,0.121510696,0.909,0.817,1
Tmem248,0.062081047,0.121414079,0.674,0.549,1
Gpam,0.065676359,0.121362089,0.433,0.354,1
Mark1,0.002769504,0.12135652,0.781,0.628,1
Hmg20b,0.063896642,0.121146623,0.781,0.683,1
Atp5j,0.001362215,0.12107991,0.984,0.976,1
Scrn1,0.057561344,0.120974875,0.957,0.927,1
Slc12a2,0.047530666,0.120785621,0.711,0.598,1
Brip1os,0.010450883,0.120648423,0.658,0.567,1
Polr2i,0.00437411,0.12052033,0.963,0.89,1
Lamp2,0.016930985,0.120359854,0.947,0.884,1
S100a13,0.012260325,0.119935981,0.995,0.988,1
Mrps18a,0.021890202,0.119839837,0.957,0.939,1
Scap,0.029678267,0.119296872,0.791,0.701,1
Zbtb8os,0.02329336,0.119011145,0.722,0.61,1
Mllt11,0.003395436,0.118633466,0.979,0.982,1
Mrps12,0.02484752,0.118611978,0.952,0.945,1
Rex1bd,0.00155874,0.118503076,0.989,0.988,1
Gm16286,0.013198447,0.118008234,0.947,0.951,1
Cops5,0.022004027,0.117785831,0.872,0.854,1
Armh4,0.20992423,0.117778501,0.872,0.817,1
Insig1,0.061263633,0.1176493,0.861,0.762,1
Cux1,0.013319692,0.117489975,0.684,0.512,1
Lmo4,0.001081869,0.117432142,0.444,0.262,1
Golga3,0.151424596,0.117396559,0.711,0.61,1
Psen2,0.159225586,0.117340091,0.738,0.634,1
Hax1,0.004006565,0.117268045,0.813,0.683,1
Fxn,0.001806067,0.117033875,0.62,0.439,1
P2rx2,0.179519299,0.116843681,0.898,0.799,1
Olfr920,0.000143715,0.116579148,0.513,0.323,1
Htr3b,0.054657453,0.116449882,0.267,0.195,1
Atp5g2,0.006640068,0.116340316,0.989,0.982,1
Eif3f,0.083317827,0.116266922,0.973,0.976,1
Dpm2,0.089769098,0.116152614,0.893,0.823,1
Myd88,0.000155511,0.116147915,0.39,0.189,1
Scrt2,0.001932646,0.116084057,0.61,0.451,1
Ifnar2,0.007111171,0.115765348,0.578,0.433,1
Dek,0.006454259,0.115601444,0.856,0.75,1
Znhit1,0.048409524,0.115538965,0.963,0.963,1
Txndc9,0.001519953,0.115085263,0.856,0.75,1
C630043F03Rik,0.067398061,0.11501659,0.652,0.591,1
Mphosph8,0.087800161,0.114815253,0.941,0.945,1
Ndufa4,0.014892813,0.114795691,1,1,1
Pip4p1,0.023039465,0.114722867,0.93,0.86,1
Malsu1,0.009462261,0.114691895,0.738,0.628,1
Gm2000,0.002156365,0.114487866,0.733,0.567,1
Nol3,0.05912371,0.114422334,0.973,0.97,1
Anapc13,0.012365463,0.114418156,0.963,0.939,1
Ube2d2a,0.014211502,0.114416397,0.979,0.963,1
Itpr1,0.058121726,0.114391314,0.834,0.762,1
Shoc1,0.000886952,0.114389789,0.166,0.055,1
Rer1,0.005375678,0.11434697,0.925,0.854,1
Commd6,0.138184299,0.114305167,0.888,0.841,1
Cidea,0.006908315,0.114297624,0.246,0.128,1
Slc38a2,0.010841128,0.114254539,0.952,0.896,1
Txnl4a,0.020518288,0.1140509,0.941,0.921,1
Slc41a1,0.000227794,0.113942024,0.476,0.293,1
Plekhm3,0.467878982,0.113923403,0.963,0.951,1
Elovl7,0.141325214,0.113532908,0.92,0.89,1
Serf2,0.015714908,0.113476586,0.995,0.994,1
Polr3d,0.000715647,0.113222708,0.492,0.323,1
Yy1,0.075702935,0.113221454,0.882,0.841,1
Ddx42,0.002575379,0.113131268,0.861,0.787,1
Zdhhc12,0.012137387,0.113129701,0.529,0.39,1
Dpm1,0.728095537,0.11307619,0.791,0.768,1
Napg,0.0088389,0.112855207,0.941,0.933,1
Hikeshi,0.022165887,0.112706633,0.914,0.793,1
Hsd17b10,0.039176493,0.112681053,0.775,0.707,1
Coq7,0.039908283,0.112599777,0.882,0.829,1
2610001J05Rik,0.019668991,0.112388356,0.93,0.848,1
Zfp36l1,0.001840564,0.112066472,0.439,0.28,1
Raly,0.024943778,0.11177528,0.952,0.927,1
Nlrp12,0.290701089,0.111710209,0.123,0.091,1
Uchl3,0.002865393,0.111574417,0.77,0.598,1
Ppp1ca,0.014420674,0.111567817,0.968,0.97,1
Serping1,0.06331623,0.111420287,0.872,0.799,1
Fau,0.008072935,0.111414091,0.995,1,1
Ebp,0.001416686,0.11134077,0.658,0.494,1
Grk6,0.023098798,0.111092743,0.722,0.622,1
Cers4,0.034385454,0.11098709,0.941,0.896,1
Gdpd1,0.048190664,0.110986627,0.684,0.543,1
Il6,0.000225216,0.110971826,0.316,0.14,1
Actr1a,0.013435327,0.110905958,0.963,0.939,1
Lynx1,0.009629832,0.110894022,0.791,0.671,1
Tspan18,0.033682802,0.11084827,0.444,0.329,1
Spop,0.075976954,0.110796237,0.947,0.963,1
Ube2v1,0.078188789,0.110745083,0.979,0.951,1
Mfap3,0.000487107,0.110604643,0.615,0.433,1
Rpl19,0.001636711,0.110530302,0.995,0.994,1
Cwc15,0.016086706,0.110404706,0.952,0.902,1
Zbtb7c,0.020987261,0.110382332,0.872,0.823,1
Vcp,0.004238092,0.110372394,0.984,0.988,1
Tsn,0.019007496,0.110267518,0.979,0.963,1
Gng3,0.094699121,0.110036717,0.995,0.982,1
Myo10,0.002586879,0.110026942,0.374,0.22,1
Psap,0.292456138,0.110018868,1,0.982,1
Reep5,0.042024692,0.109912315,1,0.994,1
Lsm2,0.006647514,0.109909753,0.717,0.598,1
Tbca,0.003645457,0.109855632,0.995,1,1
Fam189b,0.011687398,0.10975687,0.979,0.976,1
Dhps,0.011797206,0.109649189,0.797,0.695,1
Mrpl12,0.047294828,0.109493739,0.92,0.878,1
Rps10,0.013842161,0.109441596,1,0.988,1
Rpl26,0.008498189,0.109374479,0.995,0.994,1
Smim12,0.036817659,0.109368028,0.904,0.854,1
Senp6,0.027917989,0.109095011,0.93,0.896,1
Mfap3l,0.000443292,0.109085586,0.417,0.244,1
Adgrg1,0.0016491,0.109082886,0.642,0.463,1
Mrpl36,0.340464307,0.109029609,0.941,0.927,1
Slc25a3,0.011376292,0.108985907,0.984,0.988,1
Prdx5,0.042991842,0.108936863,0.984,0.988,1
Surf4,0.146336262,0.108884104,0.84,0.762,1
Arpc5l,0.04250084,0.108838524,0.968,0.957,1
Yif1a,0.051538751,0.108718913,0.679,0.567,1
Pde4c,0.004633541,0.108334677,0.513,0.366,1
Wdr61,0.000117379,0.108018456,0.749,0.512,1
Rtn2,0.020472066,0.10799224,0.845,0.768,1
Trim9,5.22E-05,0.107766318,0.508,0.293,1
Nwd2,0.020481782,0.107739885,0.348,0.226,1
Higd1a,0.111731875,0.107691718,1,1,1
Tbc1d15,0.015873007,0.107654138,0.684,0.616,1
Tra2b,0.043919667,0.107546604,0.898,0.896,1
Lsm7,0.587058588,0.107421821,0.936,0.909,1
Vkorc1,0.010974679,0.107299123,0.813,0.683,1
Plekhj1,0.018336422,0.107292543,0.909,0.884,1
2900026A02Rik,0.035610513,0.107117742,0.626,0.555,1
Nup35,0.002625869,0.107021278,0.439,0.28,1
Taf7,0.00052141,0.106615243,0.433,0.268,1
Commd3,0.255527279,0.106586481,0.856,0.811,1
Rnf150,0.001765431,0.106554392,0.513,0.372,1
Acad10,0.927488768,0.106395392,0.219,0.22,1
Klf9,0.053606862,0.106333837,0.968,0.957,1
Rps25,0.0467596,0.10624827,0.984,0.982,1
Bag1,0.034206674,0.106176631,0.989,0.976,1
Atf4,0.220039238,0.1061186,0.872,0.872,1
Vti1b,0.027222481,0.105995426,0.973,0.976,1
Psmg3,0.001527477,0.105908075,0.626,0.439,1
Prdx6,0.033695451,0.105868571,0.914,0.902,1
Rpl36al,0.006986081,0.105778743,0.984,0.988,1
Egfl7,0.00724353,0.105777264,0.861,0.799,1
Rps24,0.005917314,0.10546816,0.995,1,1
Usp6nl,0.347813246,0.105367625,0.62,0.549,1
Mtch2,0.054765527,0.105351025,0.952,0.915,1
Mmd2,0.082309856,0.105326925,0.39,0.311,1
Zfp672,0.095042963,0.10528192,0.54,0.439,1
Pcif1,0.061170873,0.105262062,0.749,0.671,1
Nr2f2,0.062885072,0.105221618,0.658,0.543,1
Id1,0.000120942,0.105150389,0.406,0.207,1
Thyn1,0.051571345,0.105145502,0.567,0.482,1
Ldhb,0.439623715,0.105071307,0.717,0.64,1
Shisa5,0.045807812,0.104883948,0.813,0.726,1
Fbxw11,0.016362497,0.104833249,0.92,0.927,1
Abce1,0.017195526,0.104755985,0.824,0.787,1
Celsr1,0.013862112,0.104723745,0.561,0.415,1
Ppp1r11,0.072302708,0.104671647,0.947,0.957,1
Pold4,0.049786142,0.104375324,0.872,0.823,1
Rnd3,0.00022323,0.104330222,0.39,0.22,1
Plscr4,0.004325604,0.104310738,0.449,0.299,1
Hmgcr,0.024215848,0.104285248,0.979,0.945,1
Kif5b,0.149954216,0.104223368,0.979,0.982,1
Mpp7,0.020894928,0.104153754,0.556,0.421,1
Tmem29,0.046448086,0.104044574,0.84,0.762,1
Rnf26,0.082617082,0.104026751,0.374,0.287,1
Mien1,0.00180023,0.103997575,0.979,0.988,1
Clta,0.004280606,0.103986479,1,0.994,1
Frmd3,0.042638477,0.103940841,0.963,0.902,1
Irgq,0.016649075,0.103934594,0.888,0.817,1
Pgs1,0.036412136,0.10393175,0.743,0.659,1
Emc8,0.017375275,0.103693158,0.781,0.701,1
Atp5mpl,0.080541428,0.103587588,0.989,0.988,1
Ahnak2,0.046391562,0.1033809,0.941,0.945,1
Selenom,0.065410384,0.103362769,0.989,0.988,1
Rora,0.008812915,0.103289847,0.481,0.335,1
Tmem192,0.013476467,0.103005595,0.775,0.671,1
Grpel1,0.002666566,0.102963477,0.872,0.774,1
Gm6994,0.070919853,0.102713374,0.439,0.354,1
Nek1,0.029215385,0.102619655,0.856,0.823,1
Dda1,0.304209288,0.102373444,0.989,0.97,1
Trmt112,0.074330504,0.102102609,0.963,0.933,1
Hsp90aa1,0.09807797,0.10209221,1,1,1
Stk39,0.342925975,0.101979822,0.957,0.963,1
Borcs8,0.152470482,0.101946466,0.797,0.799,1
Amn1,0.005640853,0.101905975,0.668,0.53,1
Tpm2,0.001160497,0.10182364,0.273,0.134,1
Nrip3,0.052571495,0.10170788,0.979,0.951,1
Ei24,0.005184926,0.10167858,0.888,0.872,1
Il18,0.000269891,0.101659729,0.481,0.293,1
Spr,0.008477245,0.10165801,0.893,0.86,1
Get4,0.016564887,0.101563682,0.733,0.634,1
Ptprr,0.038626324,0.101523293,0.856,0.835,1
6-Sep,0.119754537,0.10120592,0.872,0.841,1
Ets2,0.001882208,0.101171971,0.353,0.213,1
Txnl1,0.006109016,0.101149755,0.968,0.951,1
Lhcgr,0.024161225,0.10104078,0.107,0.043,1
Eef1e1,0.13775948,0.100910257,0.925,0.829,1
Mrps23,0.222764622,0.1008271,0.807,0.756,1
Dtymk,0.00286341,0.100775547,0.733,0.591,1
Itgb1bp1,0.003966498,0.100675777,0.684,0.537,1
Cep19,0.008791638,0.100649085,0.722,0.646,1
Dusp1,0.110720744,0.100640635,0.952,0.902,1
Ubc,0.449359766,0.100639608,0.989,0.982,1
Mrpl41,0.03570031,0.100526696,0.973,0.933,1
Pdzd11,0.014037268,0.100464446,0.743,0.64,1
Eif2s1,0.050124991,0.100154951,0.717,0.585,1
Ap3d1,0.122169713,0.100130002,0.834,0.768,1
1110051M20Rik,0.006933632,0.100120456,0.888,0.848,1
Paip2,0.00908153,0.100060527,0.968,0.976,1
Rpl4,0.054998486,0.100032044,0.979,0.982,1
Rybp,0.00528096,-0.10003137,0.604,0.707,1
St6gal1,0.035241334,-0.100127956,0.497,0.561,1
Usp46,0.012617458,-0.100160567,0.668,0.762,1
Cog1,0.104293577,-0.100186675,0.529,0.585,1
Slc44a1,0.262419363,-0.100303326,0.888,0.927,1
Gpatch8,0.075702915,-0.100305593,0.856,0.872,1
Six1,0.036068979,-0.100365327,0.952,0.945,1
Fgf12,0.009174299,-0.100376686,0.93,0.957,1
Trim37,0.194070213,-0.100451353,0.861,0.89,1
Atxn2,0.021470077,-0.100458116,0.936,0.896,1
Strbp,0.005331907,-0.10048487,0.759,0.787,1
Tmco1,0.211298449,-0.100485848,0.861,0.896,1
Acadsb,0.00330676,-0.100487474,0.722,0.774,1
Prcc,0.010018983,-0.100516767,0.332,0.409,1
Emsy,0.913433969,-0.100538285,0.449,0.445,1
Sptan1,0.077660341,-0.100591358,0.984,0.982,1
Mapk1ip1l,0.165440155,-0.100597818,0.866,0.817,1
Tmed7,0.035711561,-0.100677296,0.711,0.726,1
A730018C14Rik,5.80E-05,-0.100721173,0.166,0.354,1
Hsdl1,0.008773055,-0.100790483,0.722,0.75,1
Ambra1,0.076116363,-0.10091563,0.578,0.646,1
Arpc4,0.554169025,-0.100948385,0.802,0.811,1
Sos2,0.019372524,-0.100983758,0.54,0.634,1
Scn9a,0.004930648,-0.101034681,0.947,0.957,1
Galnt18,0.003286241,-0.10105406,0.406,0.53,1
Slitrk1,0.034032947,-0.101063516,0.626,0.628,1
Dapk1,0.032602685,-0.101090354,0.834,0.817,1
Afap1,0.080969905,-0.101158177,0.455,0.518,1
Ube2o,0.036584167,-0.101163168,0.947,0.945,1
Ccdc127,0.776722199,-0.101182315,0.802,0.811,1
Tvp23b,0.014870554,-0.10119172,0.455,0.549,1
Lpin1,0.068236597,-0.101221123,0.813,0.89,1
Cep126,0.078677377,-0.101239585,0.433,0.463,1
Rbfox3,0.074338744,-0.101251049,0.968,0.945,1
Lrrfip2,0.082137092,-0.101276816,0.749,0.774,1
Anks1,0.017813567,-0.101278099,0.642,0.707,1
Enox2,0.102932829,-0.10130857,0.786,0.793,1
Rad54l2,0.015979645,-0.101501387,0.487,0.549,1
9530059O14Rik,0.103992923,-0.101501976,0.84,0.915,1
Snhg20,0.042559846,-0.101528061,0.567,0.591,1
Garnl3,0.116337677,-0.101541312,0.818,0.835,1
Unc80,0.067232019,-0.10158367,0.92,0.939,1
Gls,0.026713213,-0.101633588,0.984,0.976,1
Ppp1r14b,0.079612054,-0.101737302,0.947,0.951,1
Sbk1,0.001583061,-0.101853014,0.433,0.573,1
Rai1,0.015773482,-0.101949311,0.433,0.512,1
Clptm1l,0.175501156,-0.101998117,0.663,0.713,1
Snhg3,0.09225843,-0.102045333,0.813,0.823,1
Phf14,0.185066234,-0.10213653,0.743,0.713,1
Celf5,0.012231454,-0.102180418,0.471,0.549,1
Acad8,0.028535598,-0.102321545,0.251,0.348,1
Rsrp1,0.155056646,-0.102353133,0.941,0.945,1
Prkaca,0.096366292,-0.102354054,0.952,0.97,1
Lst1,0.091866086,-0.102448276,0.872,0.896,1
Zmynd11,0.031098636,-0.102469933,0.941,0.939,1
Spast,0.025775232,-0.102550513,0.765,0.799,1
Bcas3os1,0.062838487,-0.102550913,0.07,0.128,1
Smpd4,0.134550073,-0.102562869,0.235,0.299,1
Pfn2,0.020740597,-0.102631007,0.984,1,1
